Site,Reporting period,Males tested,Females non-pregnant,Females pregnant,Children below 12 mths (Age group A),Children 12 mths - 14 yrs (Age group B),Young adults 15-24 years (Age group C),Older adults 25+ yrs (Age group D),PITC,Family Referral Slip (FRS),"Other (VCT, etc_) HTC access",Never tested before,Last negative,Last positive,Last exposed infant,Last inconclusive,Counseled with partner / partner present,Counseled alone / Partner not present,Single test negative,Single test positive,Test 1&2 negative,Test 1&2 positive,Test 1&2 discordant,New negative,New positive,New exposed infants,New inconclusive,Confirmatory positive,Confirmatory inconclusive
Namikoko Health Centre,201705,107,13,4,0,56,44,24,4,0,120,53,69,2,0,0,29,95,122,0,0,2,0,122,2,0,0,0,0
Namikoko Health Centre,201706,16,30,8,0,2,13,39,8,0,46,3,51,0,0,0,23,31,52,0,0,2,0,52,2,0,0,0,0
Chimembe Health Centre,201704,77,334,33,0,37,144,263,189,1,254,85,350,8,0,1,33,411,424,0,1,19,0,424,9,0,1,10,0
Chimembe Health Centre,201705,174,230,89,0,46,233,214,206,1,286,148,339,6,0,0,33,460,481,0,0,12,0,481,6,0,0,6,0
Chimembe Health Centre,201706,186,101,50,0,15,204,118,101,2,234,128,208,1,0,0,12,325,330,0,0,6,1,330,3,0,1,3,0
Chavala Health Centre,201704,66,94,20,0,6,55,119,52,0,128,52,122,6,0,0,15,165,168,0,0,12,0,168,6,0,0,6,0
Chavala Health Centre,201705,51,66,68,0,3,70,112,86,2,97,64,112,8,0,1,9,176,170,0,0,15,0,170,7,0,0,8,0
Chavala Health Centre,201706,39,58,30,0,5,41,81,56,0,71,56,68,3,0,0,15,112,120,0,0,6,1,120,3,0,1,3,0
Soche Maternity,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soche Maternity,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soche Maternity,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Vincent Health Centre Chadzunda,201704,13,18,13,0,3,14,27,19,0,25,1,41,2,0,0,10,34,40,0,0,4,0,40,2,0,0,2,0
St Vincent Health Centre Chadzunda,201705,22,21,24,0,6,20,41,31,0,36,13,45,9,0,0,0,67,52,0,0,15,0,52,6,0,0,9,0
St Vincent Health Centre Chadzunda,201706,13,10,6,0,5,9,15,10,0,19,7,17,5,0,0,8,21,19,0,0,10,0,19,5,0,0,5,0
Malabada Health Centre,201704,21,44,13,0,3,28,47,48,1,29,10,62,6,0,0,9,69,67,0,0,11,0,67,5,0,0,6,0
Malabada Health Centre,201705,32,60,20,0,7,28,77,70,0,42,9,95,8,0,0,16,96,95,0,1,16,0,96,8,0,0,8,0
Malabada Health Centre,201706,16,66,17,1,7,33,58,73,0,26,14,71,14,0,0,6,93,69,0,2,28,0,70,14,1,0,14,0
Sanjika Clinic,201704,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Sanjika Clinic,201705,4,1,0,0,0,1,4,0,0,5,1,4,0,0,0,1,4,5,0,0,0,0,5,0,0,0,0,0
Sanjika Clinic,201706,2,0,5,0,0,3,4,0,0,7,2,5,0,0,0,2,5,7,0,0,0,0,7,0,0,0,0,0
Lumbira / Mitsidi Health Centre,201704,14,19,19,0,2,23,27,21,0,31,7,40,5,0,0,0,52,44,0,0,8,0,44,3,0,0,5,0
Lumbira / Mitsidi Health Centre,201705,17,17,24,0,4,21,33,40,0,18,13,41,4,0,0,12,46,48,0,0,9,1,48,5,0,1,4,0
Lumbira / Mitsidi Health Centre,201706,8,4,20,0,1,10,21,25,0,7,2,25,4,0,1,3,29,25,0,1,6,0,26,2,0,0,4,0
Kanjedza Police Clinic,201704,10,7,0,0,1,5,11,5,0,12,4,13,0,0,0,0,17,14,0,0,3,0,14,3,0,0,0,0
Kanjedza Police Clinic,201705,14,17,13,0,4,12,28,21,0,23,5,39,0,0,0,4,40,41,0,0,3,0,41,3,0,0,0,0
Kanjedza Police Clinic,201706,16,24,4,1,6,10,27,24,1,19,7,35,2,0,0,0,44,39,0,0,5,0,39,3,0,0,2,0
Makhetha Clinic,201704,144,272,81,0,49,195,253,371,0,126,80,383,34,0,0,23,474,430,0,1,64,2,431,30,0,2,34,0
Makhetha Clinic,201705,148,285,107,0,49,254,237,384,2,154,87,382,70,0,1,17,523,414,0,0,124,2,414,54,0,1,70,1
Makhetha Clinic,201706,111,285,80,0,40,222,214,310,8,158,60,369,46,1,0,24,452,399,0,0,77,0,399,31,0,0,46,0
Chichiri Prison Clinic,201704,131,8,0,0,1,34,104,127,0,12,19,85,35,0,0,0,139,98,0,1,40,0,99,8,0,0,32,0
Chichiri Prison Clinic,201705,1473,20,0,0,0,458,1035,1474,0,19,254,1116,123,0,0,0,1493,1300,0,1,190,2,1301,67,0,2,123,0
Chichiri Prison Clinic,201706,59,0,1,0,0,17,43,50,0,10,10,36,14,0,0,0,60,36,0,0,23,1,36,10,0,0,13,1
Kapeni Dream Centre,201704,6,2,0,0,6,0,2,3,0,5,1,7,0,0,0,0,8,7,0,0,1,0,7,1,0,0,0,0
Kapeni Dream Centre,201705,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0
Kapeni Dream Centre,201706,9,2,0,0,6,0,5,7,0,4,5,6,0,0,0,0,11,7,0,0,4,0,7,4,0,0,0,0
Pensulo Health Centre,201704,24,29,15,0,3,17,48,19,0,49,9,55,4,0,0,5,63,60,0,0,8,0,60,4,0,0,4,0
Pensulo Health Centre,201705,28,32,14,0,5,24,45,14,0,60,9,61,4,0,0,13,61,67,0,0,7,0,67,3,0,0,4,0
Pensulo Health Centre,201706,59,37,20,0,14,46,56,42,0,74,37,76,3,0,0,16,100,112,0,0,4,0,110,3,0,0,3,0
Makata Health Centre Lunzu,201704,70,106,59,0,24,86,125,160,1,74,36,184,12,3,0,0,235,207,0,0,26,2,207,14,0,2,12,0
Makata Health Centre Lunzu,201705,66,74,102,0,24,99,119,205,0,37,37,192,13,0,0,0,242,217,0,0,24,1,218,10,0,1,13,0
Makata Health Centre Lunzu,201706,171,179,34,0,177,135,72,81,0,303,233,148,3,0,0,0,384,373,0,0,9,2,373,6,0,1,3,1
Chirimba Health Centre,201704,337,338,62,1,29,313,394,260,0,477,121,553,46,14,3,65,672,638,0,3,93,3,641,45,0,3,48,0
Chirimba Health Centre,201705,172,244,77,2,14,212,265,8,212,273,88,359,41,5,0,52,441,450,0,42,1,0,450,1,0,42,0,0
Chirimba Health Centre,201706,218,194,69,0,16,212,253,160,0,321,136,319,23,3,0,20,461,436,0,0,44,1,436,21,0,1,23,0
Mpingo Maternity,201704,0,18,25,1,0,22,20,28,0,15,3,39,0,0,1,0,43,42,0,1,0,0,43,0,0,0,0,0
Mpingo Maternity,201705,7,39,11,1,4,28,24,23,0,34,3,52,1,1,0,6,51,55,0,0,1,1,55,0,0,1,1,0
Mpingo Maternity,201706,8,20,9,4,4,14,15,24,0,13,5,29,3,0,0,0,37,32,0,0,5,0,32,2,0,0,3,0
Kadidi Health Centre,201704,108,112,154,0,19,162,193,243,0,131,73,259,41,0,1,12,362,302,0,0,71,1,302,30,0,1,41,0
Kadidi Health Centre,201705,103,83,187,0,16,175,182,256,2,115,69,263,39,0,2,12,361,300,0,2,70,1,302,31,0,1,39,0
Kadidi Health Centre,201706,208,128,114,0,35,170,245,171,1,278,113,310,27,0,0,9,441,388,0,2,59,1,390,32,0,1,27,0
Shifa Private Clinic,201704,13,10,8,1,1,1,28,31,0,0,18,13,0,0,0,3,28,30,0,0,1,0,30,1,0,0,0,0
Shifa Private Clinic,201705,18,5,16,1,0,5,33,39,0,0,17,22,0,0,0,6,33,37,0,0,2,0,37,2,0,0,0,0
Shifa Private Clinic,201706,20,16,12,2,0,1,45,48,0,0,9,39,0,0,0,5,43,44,0,0,4,0,44,4,0,0,0,0
Malamulo Day Clinic,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malamulo Day Clinic,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malamulo Day Clinic,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soche Adventist Health Centre,201704,12,20,0,0,1,6,25,3,0,29,10,22,0,0,0,6,26,26,0,0,6,0,26,6,0,0,0,0
Soche Adventist Health Centre,201705,17,11,1,0,1,4,24,5,4,20,4,24,1,0,0,13,16,27,0,0,2,0,27,1,0,0,1,0
Soche Adventist Health Centre,201706,19,21,0,0,2,9,29,7,0,33,12,27,1,0,0,7,33,37,0,0,3,0,37,2,0,0,1,0
Merit Private Clinic,201704,2,2,0,0,0,0,4,4,0,0,3,1,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0
Merit Private Clinic,201705,3,2,1,0,0,0,6,6,0,0,5,0,1,0,0,1,5,5,0,0,1,0,5,0,0,0,1,0
Merit Private Clinic,201706,5,2,0,0,0,1,6,7,0,0,7,0,0,0,0,0,7,6,0,0,1,0,6,1,0,0,0,0
El-barakah Private Clinic,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El-barakah Private Clinic,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El-barakah Private Clinic,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilomoni Private Clinic,201704,4,0,0,0,0,0,4,0,0,4,1,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0
Chilomoni Private Clinic,201705,0,3,0,0,0,0,3,0,0,3,0,2,1,0,0,0,3,2,0,0,1,0,2,0,0,0,1,0
Chilomoni Private Clinic,201706,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Moyo Private Clinic,201704,13,14,0,0,0,2,25,3,0,24,7,20,0,0,0,17,10,25,0,0,2,0,25,2,0,0,0,0
Moyo Private Clinic,201705,11,17,0,0,0,4,24,6,0,22,4,23,1,0,0,9,19,25,0,0,3,0,25,2,0,0,1,0
Moyo Private Clinic,201706,2,5,0,0,0,3,4,0,0,7,0,7,0,0,0,2,5,7,0,0,0,0,7,0,0,0,0,0
Mbayani Health Centre,201704,196,399,65,0,20,293,347,354,2,304,79,503,78,0,0,34,626,525,0,1,132,2,526,54,0,2,78,0
Mbayani Health Centre,201705,207,379,84,0,30,324,316,327,1,342,86,515,68,0,1,47,623,549,0,0,121,0,549,53,0,0,68,0
Mbayani Health Centre,201706,168,265,77,0,26,247,237,263,0,247,75,391,42,2,0,42,468,431,0,0,79,0,431,37,0,0,42,0
Gateway Clinic,201704,263,237,1,0,9,138,354,390,0,111,123,290,87,0,1,425,76,311,0,0,189,1,311,102,0,1,87,0
Gateway Clinic,201705,189,261,0,0,10,139,301,312,11,127,169,265,10,0,6,31,419,321,0,0,123,6,321,113,0,0,10,6
Gateway Clinic,201706,198,215,0,0,6,112,295,324,0,89,64,276,70,0,3,46,367,275,0,0,135,3,275,65,0,3,70,0
Bangwe Madina Health Centre,201704,48,45,81,0,4,42,128,131,0,43,16,134,23,1,0,30,144,127,0,0,47,0,127,24,0,0,23,0
Bangwe Madina Health Centre,201705,63,42,92,0,12,53,132,162,0,35,18,140,38,1,0,20,177,125,0,0,72,0,125,34,0,0,38,0
Bangwe Madina Health Centre,201706,30,25,51,0,6,31,69,87,0,19,13,77,16,0,0,18,88,75,0,0,31,0,75,15,0,0,16,0
Mwanza District Hospital,201704,581,701,327,1,174,613,821,937,0,672,463,1109,35,1,1,100,1509,1496,0,0,101,12,1500,66,0,8,35,0
Mwanza District Hospital,201705,557,759,400,0,190,648,878,1055,3,658,455,1192,68,1,0,102,1614,1558,0,0,152,6,1559,84,0,5,68,0
Mwanza District Hospital,201706,730,958,375,0,193,773,1097,973,0,1090,431,1548,78,5,1,126,1937,1913,0,0,142,8,1913,64,3,5,78,0
Thambani Health Centre,201704,132,88,104,0,37,114,173,316,0,8,162,151,10,0,1,184,140,299,0,0,24,1,300,14,0,0,10,0
Thambani Health Centre,201705,120,78,99,0,19,121,157,264,0,33,169,117,11,0,0,98,199,276,0,0,20,1,276,9,0,1,11,0
Thambani Health Centre,201706,137,124,93,0,22,142,190,285,2,67,88,251,14,0,1,184,170,328,0,0,24,2,328,10,0,2,14,0
Tulonkhondo Health Centre,201704,89,233,109,2,42,177,210,351,2,78,73,349,9,0,0,75,356,414,0,0,16,1,414,7,0,1,9,0
Tulonkhondo Health Centre,201705,97,303,86,10,48,175,253,447,1,38,83,397,5,0,1,90,396,475,0,0,10,1,475,5,0,1,5,0
Tulonkhondo Health Centre,201706,88,195,71,3,13,167,171,286,2,66,58,291,4,0,1,97,257,344,0,0,8,2,344,4,0,2,4,0
Kunenekude Health Centre,201704,127,159,82,0,58,162,148,313,0,55,104,261,3,0,0,124,244,361,0,0,7,0,361,4,0,0,3,0
Kunenekude Health Centre,201705,126,150,79,0,15,148,192,243,0,112,51,295,9,0,0,152,203,344,0,0,11,0,344,2,0,0,9,0
Kunenekude Health Centre,201706,137,67,123,0,9,165,153,248,0,79,66,255,6,0,0,199,128,320,0,0,6,1,320,0,0,1,6,0
Malamulo Mission Hospital,201704,181,360,150,1,85,239,366,489,1,201,83,580,26,0,2,100,591,638,0,0,46,7,638,20,0,5,26,2
Malamulo Mission Hospital,201705,229,383,203,1,63,306,445,490,3,322,82,688,41,0,4,209,606,733,0,0,70,12,733,29,0,8,41,4
Malamulo Mission Hospital,201706,298,458,159,2,150,298,465,640,9,266,175,691,45,0,4,216,699,819,0,0,84,12,819,39,0,8,45,4
Thyolo District Hospital,201704,1798,1666,384,16,288,1174,2370,1331,147,2370,648,2999,198,1,2,327,3521,3353,0,0,481,14,3353,281,2,14,196,2
Thyolo District Hospital,201705,2137,1885,480,13,591,1326,2572,2098,59,2345,978,3303,221,0,0,364,4138,4004,0,0,485,13,4004,264,0,13,221,0
Thyolo District Hospital,201706,2713,2292,451,17,730,1798,2911,1879,57,3520,1880,3379,197,0,0,542,4914,4992,0,1,454,9,4992,258,0,9,196,1
Mikolongwe Health Centre,201704,93,107,102,0,24,117,161,236,2,64,65,218,16,2,1,50,252,269,0,1,32,0,269,16,0,0,17,0
Mikolongwe Health Centre,201705,95,199,160,0,37,199,218,373,2,79,109,321,20,4,0,55,399,412,0,1,41,0,412,20,0,1,21,0
Mikolongwe Health Centre,201706,110,128,150,0,37,152,199,222,16,150,88,276,17,7,0,63,325,358,0,0,30,0,358,13,0,0,17,0
Bvumbwe Research Health Centre,201704,411,287,153,2,131,373,345,630,2,219,323,424,83,20,1,98,753,695,0,0,152,4,695,67,2,3,83,1
Bvumbwe Research Health Centre,201705,273,421,195,0,94,328,467,633,28,228,148,642,87,11,1,98,791,712,0,0,175,2,727,73,0,1,87,1
Bvumbwe Research Health Centre,201706,258,380,223,8,59,328,466,590,18,253,133,652,66,10,0,76,785,732,0,0,128,1,732,62,0,1,66,0
Changata Health Centre,201704,32,66,22,0,10,45,65,64,6,50,13,98,9,0,0,23,97,100,0,0,18,2,100,9,0,2,9,0
Changata Health Centre,201705,106,206,67,0,61,141,177,183,5,191,132,233,14,0,0,36,343,353,0,0,25,1,353,11,0,1,14,0
Changata Health Centre,201706,65,85,60,1,21,101,87,64,2,144,51,150,5,4,0,6,204,199,0,0,11,0,199,6,0,0,5,0
Chimaliro Health Centre,201704,74,173,73,0,34,135,151,215,7,98,33,261,25,0,1,29,291,271,0,1,45,3,272,19,1,3,25,0
Chimaliro Health Centre,201705,95,213,91,0,25,176,198,215,0,184,47,329,23,0,0,51,348,352,0,2,45,0,354,22,0,0,23,0
Chimaliro Health Centre,201706,79,186,87,0,24,147,181,231,0,121,29,299,24,0,0,42,310,310,0,3,39,0,313,15,0,0,24,0
Khonjeni Health Centre,201704,88,192,104,0,45,141,198,292,0,92,65,292,27,0,0,40,344,338,0,0,46,0,338,19,0,0,27,0
Khonjeni Health Centre,201705,141,317,139,0,60,223,314,415,9,173,108,453,36,0,0,68,529,528,0,0,69,0,527,34,0,0,35,1
Khonjeni Health Centre,201706,104,224,147,0,44,165,266,321,14,140,76,357,41,0,1,58,417,401,0,0,73,1,401,32,0,0,41,1
Makungwa Health Centre,201704,69,215,67,0,37,137,177,281,3,67,33,304,14,0,0,23,328,323,0,0,28,0,323,14,0,0,14,0
Makungwa Health Centre,201705,121,334,100,0,32,231,292,502,0,53,45,485,25,0,0,35,520,505,0,0,50,0,505,25,0,0,25,0
Makungwa Health Centre,201706,69,140,55,0,16,103,145,211,0,53,20,233,11,0,0,14,250,242,0,0,22,0,242,11,0,0,11,0
Thekerani Health Centre,201704,638,1089,83,0,659,486,665,1480,12,318,850,910,47,0,3,162,1648,1707,0,0,89,14,1707,42,0,11,47,3
Thekerani Health Centre,201705,236,334,107,0,79,253,345,253,14,410,199,446,30,0,2,170,507,613,0,0,57,7,613,27,0,5,30,2
Thekerani Health Centre,201706,242,260,68,0,3,4,563,318,2,250,138,404,22,0,6,160,410,521,0,0,40,9,521,18,0,3,22,6
Chipho Health Centre,201704,73,150,49,5,35,85,147,211,3,58,72,182,16,1,1,46,226,237,0,0,28,7,235,12,2,6,16,1
Chipho Health Centre,201705,135,349,61,7,75,185,278,438,3,104,174,355,11,3,2,101,444,519,0,0,20,6,519,9,0,4,11,2
Chipho Health Centre,201706,111,160,40,9,62,99,141,212,2,97,92,207,6,4,2,94,217,294,0,0,12,5,294,6,0,2,6,3
Gombe Health Centre,201704,70,104,34,0,28,70,110,99,3,106,53,149,6,0,0,67,141,194,0,0,12,2,194,6,0,2,6,0
Gombe Health Centre,201705,102,145,32,0,29,97,153,139,3,137,84,176,17,0,2,92,187,238,0,0,33,8,238,16,0,6,17,2
Gombe Health Centre,201706,106,142,38,0,45,85,156,162,11,113,114,151,19,0,2,78,208,240,0,0,37,9,240,18,0,7,19,2
Makapwa Health Centre,201704,55,130,39,0,29,102,93,176,8,40,38,179,7,0,0,31,193,209,0,0,14,1,209,7,0,1,7,0
Makapwa Health Centre,201705,80,236,32,4,34,161,149,295,5,48,48,282,17,0,1,40,308,313,0,0,34,1,313,17,0,0,17,1
Makapwa Health Centre,201706,94,207,42,2,37,167,137,267,18,58,48,288,6,0,1,34,309,330,0,0,12,1,330,6,0,0,6,1
Thomasi Health Centre,201704,82,145,33,0,13,101,146,160,0,100,3,248,8,0,1,90,170,247,0,0,12,1,247,3,0,0,9,1
Thomasi Health Centre,201705,67,166,40,0,13,110,150,168,0,105,5,262,6,0,0,72,201,262,0,0,11,0,262,5,0,0,6,0
Thomasi Health Centre,201706,63,194,35,1,13,131,147,188,0,104,35,253,3,0,1,70,222,282,0,1,8,1,283,5,0,0,3,1
Zoa Health Centre,201704,68,96,65,2,38,107,82,135,0,94,47,169,11,0,2,18,211,204,0,0,23,2,204,12,0,0,11,2
Zoa Health Centre,201705,94,180,113,0,39,197,151,228,0,159,67,303,15,0,2,31,356,355,0,0,30,2,355,15,0,0,15,2
Zoa Health Centre,201706,92,160,83,0,22,165,148,170,0,165,49,276,9,0,1,47,288,316,0,0,17,2,316,8,0,1,9,1
Chimvu Health Centre,201704,141,136,37,0,6,124,184,102,4,208,63,241,7,0,3,33,281,285,0,1,22,6,286,15,0,3,7,3
Chimvu Health Centre,201705,99,135,40,2,29,111,132,176,15,83,68,184,20,1,1,54,220,237,0,1,36,0,237,14,2,0,20,1
Chimvu Health Centre,201706,142,212,36,0,46,130,214,310,16,64,97,285,8,0,0,70,320,375,0,0,14,1,375,6,0,1,8,0
Chingazi Health Centre,201704,58,68,37,0,5,41,117,88,0,75,9,147,7,0,0,21,142,148,0,0,14,1,148,7,0,1,7,0
Chingazi Health Centre,201705,69,104,27,0,26,47,127,111,0,89,29,161,10,0,0,41,159,179,0,0,18,3,179,8,0,3,10,0
Chingazi Health Centre,201706,35,69,22,0,17,33,76,62,0,64,11,109,6,0,0,12,114,114,0,0,11,1,114,5,0,1,6,0
St Martins Molere Health Centre,201704,29,35,40,0,14,40,50,56,2,46,34,61,9,0,0,11,93,89,0,1,13,1,90,4,0,1,9,0
St Martins Molere Health Centre,201705,48,49,31,0,14,44,70,59,5,64,67,51,10,0,0,24,104,112,0,0,15,1,112,5,0,1,10,0
St Martins Molere Health Centre,201706,45,57,21,1,21,50,51,58,3,62,63,51,9,0,0,20,103,106,0,0,16,1,106,7,0,1,9,0
Hallena Oakley Ntambanyama Health Centre,201704,23,23,0,0,6,20,20,5,0,41,10,34,2,0,0,9,37,44,0,0,2,0,44,0,0,0,2,0
Hallena Oakley Ntambanyama Health Centre,201705,56,48,1,0,18,43,44,24,0,81,26,79,0,0,0,22,83,96,0,0,8,1,96,8,0,1,0,0
Hallena Oakley Ntambanyama Health Centre,201706,7,14,0,1,2,7,11,7,0,14,6,14,1,0,0,3,18,18,0,0,3,0,18,2,0,0,1,0
Mangunda Health Centre,201704,97,133,90,1,32,152,135,173,0,147,47,232,41,0,0,38,282,249,0,0,71,0,249,30,0,0,41,0
Mangunda Health Centre,201705,125,201,69,0,40,139,216,165,13,217,52,305,38,0,0,62,333,327,0,0,68,0,327,30,0,0,38,0
Mangunda Health Centre,201706,119,209,90,0,46,197,175,176,27,215,58,322,37,0,1,54,364,343,0,0,74,1,343,37,0,1,37,0
Mapanga Maternity,201704,63,115,25,0,24,67,112,115,0,88,100,95,8,0,0,38,165,185,0,0,18,0,185,9,0,0,9,0
Mapanga Maternity,201705,72,142,66,1,35,66,178,135,0,145,145,125,10,0,0,49,231,261,0,0,19,0,261,9,0,0,10,0
Mapanga Maternity,201706,67,116,38,0,22,83,116,120,1,100,104,112,5,0,0,55,166,210,0,0,9,2,210,4,0,2,5,0
Satemwa Clinic,201704,28,44,14,0,12,27,47,60,0,26,12,65,9,0,0,4,82,70,0,0,16,0,70,7,0,0,9,0
Satemwa Clinic,201705,42,58,20,0,7,48,65,58,0,62,18,90,12,0,0,10,110,113,0,0,7,0,103,5,0,0,12,0
Satemwa Clinic,201706,42,54,20,0,9,49,58,57,1,58,18,94,4,0,0,16,100,108,0,0,8,0,108,4,0,0,4,0
Mchima Clinic,201704,2,33,9,0,3,25,16,9,1,34,26,17,1,0,0,1,43,36,0,0,8,0,36,7,0,0,1,0
Mchima Clinic,201705,33,45,4,0,5,19,58,8,2,72,35,26,21,0,0,2,80,56,0,0,26,0,56,5,0,0,21,0
Mchima Clinic,201706,25,25,9,0,6,15,38,10,2,47,19,29,10,1,0,0,59,43,0,0,15,1,41,6,1,0,10,1
Mianga Health Centre,201704,30,34,41,0,9,51,45,60,3,42,15,85,5,0,0,13,92,97,0,0,8,0,97,3,0,0,5,0
Mianga Health Centre,201705,57,89,86,0,20,110,102,141,9,82,36,186,10,0,0,14,218,213,0,0,18,1,213,8,0,1,10,0
Mianga Health Centre,201706,26,93,66,0,13,84,88,97,5,83,33,148,4,0,0,7,178,177,0,0,8,0,177,4,0,0,4,0
Sambankhanga Health Centre,201704,19,51,26,0,5,48,43,33,0,63,8,87,0,1,0,7,89,92,0,0,4,0,92,4,0,0,0,0
Sambankhanga Health Centre,201705,40,40,19,0,7,46,46,31,2,66,17,81,0,1,0,15,84,95,0,0,4,0,95,4,0,0,0,0
Sambankhanga Health Centre,201706,17,33,23,0,2,34,37,23,0,50,8,63,2,0,0,13,60,65,0,0,8,0,65,6,0,0,2,0
Naming'omba Health Centre,201704,19,6,2,0,0,10,17,0,0,27,11,16,0,0,0,0,27,23,0,0,4,0,23,4,0,0,0,0
Naming'omba Health Centre,201705,20,11,6,0,0,12,25,0,0,37,19,17,1,0,0,4,33,35,0,0,2,0,34,2,0,0,1,0
Naming'omba Health Centre,201706,8,9,4,0,0,9,12,0,0,21,4,17,0,0,0,4,17,19,0,0,2,0,19,2,0,0,0,0
Mitengo Health Centre St Joseph,201704,192,42,32,1,110,85,70,222,0,44,144,113,9,0,0,23,243,248,0,0,18,0,248,9,0,0,9,0
Mitengo Health Centre St Joseph,201705,58,77,30,0,12,48,105,135,0,30,38,106,21,0,0,34,131,124,0,0,41,0,124,20,0,0,21,0
Mitengo Health Centre St Joseph,201706,47,55,34,0,10,58,68,118,1,17,25,103,7,0,1,22,114,122,0,0,13,1,122,6,0,0,7,1
Thunga Health Centre,201704,69,74,72,0,11,80,124,141,0,74,30,155,30,0,0,22,193,167,0,0,48,0,167,18,0,0,30,0
Thunga Health Centre,201705,68,84,64,0,18,87,111,147,2,67,29,164,23,0,0,20,196,174,0,0,42,0,174,19,0,0,23,0
Thunga Health Centre,201706,67,113,65,0,25,91,129,166,0,79,34,198,13,0,0,16,229,221,0,0,24,0,221,11,0,0,13,0
Makwasa Estate Clinic,201704,34,20,0,0,2,15,37,0,0,54,9,40,4,0,1,7,47,46,0,0,7,1,46,3,0,0,4,1
Makwasa Estate Clinic,201705,18,22,0,0,3,12,25,0,0,40,4,35,1,0,0,12,28,38,0,0,2,0,38,1,0,0,1,0
Makwasa Estate Clinic,201706,11,14,0,0,0,12,13,0,0,25,1,22,2,0,0,6,19,21,0,0,4,0,21,2,0,0,2,0
Chisoka Health Centre,201704,101,234,45,0,49,159,172,286,0,94,57,300,23,0,0,18,362,338,0,0,42,0,338,19,0,0,23,0
Chisoka Health Centre,201705,97,244,65,1,29,174,202,285,0,121,47,325,33,0,1,38,368,343,0,0,62,1,343,29,0,0,33,1
Chisoka Health Centre,201706,92,203,46,2,29,139,171,224,0,117,50,270,21,0,0,42,299,307,0,0,34,0,307,13,0,0,21,0
Didi Health Centre,201704,91,158,68,0,21,131,165,152,0,165,33,275,6,2,1,67,250,300,0,0,14,3,300,8,0,3,6,0
Didi Health Centre,201705,110,163,82,0,25,158,172,137,0,218,40,303,10,0,2,65,290,333,0,0,18,4,333,8,0,4,10,0
Didi Health Centre,201706,116,162,49,2,21,144,160,113,3,211,4,314,9,0,0,66,261,307,0,0,17,3,307,8,0,3,9,0
Chikwawa District Hospital,201704,613,1362,376,74,239,924,1114,1797,0,554,526,1667,153,3,2,201,2150,2093,0,0,256,2,2093,100,3,0,153,2
Chikwawa District Hospital,201705,941,1754,398,44,296,1173,1580,2080,3,1010,686,2215,192,0,0,254,2839,2767,0,0,317,9,2767,125,0,9,192,0
Chikwawa District Hospital,201706,1016,1698,433,25,235,1281,1606,1849,0,1298,579,2396,171,0,1,258,2889,2858,0,0,282,7,2858,111,0,7,171,0
St Montfort Hospital,201704,308,447,151,35,115,362,394,541,0,365,181,641,83,0,1,94,812,753,0,0,151,2,753,68,0,2,83,0
St Montfort Hospital,201705,557,618,168,8,235,442,658,772,1,570,297,947,96,1,2,102,1241,1156,0,1,182,4,1156,86,0,4,96,1
St Montfort Hospital,201706,348,605,213,21,126,469,550,534,0,632,232,831,102,0,1,145,1021,983,0,1,181,1,983,79,1,1,102,0
Sucoma Clinic Illovo,201704,69,25,6,0,4,15,81,27,0,73,10,80,9,0,1,18,82,81,0,1,18,0,82,9,0,0,9,0
Sucoma Clinic Illovo,201705,62,24,2,0,3,11,74,21,0,67,11,66,11,0,0,19,69,68,0,0,20,0,68,9,0,0,11,0
Sucoma Clinic Illovo,201706,64,32,3,0,9,18,72,27,0,72,14,71,13,0,1,10,89,76,0,1,21,1,77,8,0,1,13,0
Ngabu Rural Hospital,201704,582,473,378,5,221,686,521,1132,0,301,397,958,77,0,1,151,1282,1296,0,5,128,4,1301,51,0,4,77,0
